title,stars,mainTag,subTag,text,BodyRightText
제주코기네,,#휴식 #숙소 #주차장,#공공와이파이존 #반려동물보호소 #독채 #민박 #돌담길 #돌집 #수영장 #반려동물동반입장 #반려동물 #반려동물동반_숙소,"조용하고 탁트인 풍경, 넓은 마당을 가진 독채형 원룸으로
제주 올레 19코스의 시작점에 있으며, 공항에서 차로 30분, 버스로는 45분 소요되는 곳에 위치해 있다.
인근에 마트, 동네빵집, 편의점, 음식점, 함덕해수욕장 등이 인접해 있어 편리하다.

이름에서도 알 수 있지만, 애견 동반 숙박이 가능하다는 점이 코기네의 특징이다.
반려견이 뛰어놀수 있는 너른 잔디 마당과 애견과 함께 할 수 있는 간이 수영장 등을 갖추고 있어
반려동물과 함께하는 여행객들에게 아늑한 보금자리를 제공하고 있다.","소개-제주바다가 보이는 오직 한팀만을 위한 독채형 민박, 애견동반가능, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
쉼멍스테이,,#반려동물 #반려동물동반입장 #숙박,#펜션 #반려동물동반_숙소 #숙소,"쉼멍스테이는 반려동물과 함께 편안하게 하룻밤을 보낼 수 있는 반려견 동반 펜션이다. 서귀포시 대정읍에 위치한 이곳은 모슬포 해안 근처에 있어 바다와 숙박을 동시에 해결할 수 있다. 반려동물과의 즐거운 시간을 보낼 수 있도록 천연잔디 마당을 준비해 신나게 뛰어놀 수 있는 공간을 마련하였다. 반려견용품도 준비되어 있고 반려동물과 힘찬 여행을 위한 조식도 준비되어 있다. 또한, 반려동물 화식이 준비되어 있어 반려동물 역시 든든한 여행을 즐길 수 있다. 청결도 세심하게 신경 써 위생적인 부분도 문제없다. 유리창을 통해 바다를 볼 수 있고 근처 해안가를 따라 산책하며 반려동물과 오붓한 하루를 보낼 수 있다. 아늑하고 편안한 하루가 필요하다면 쉼멍스테이를 추천한다.","소개-쉼멍스테이는 반려동물과 함께 편안하게 하룻밤을 보낼 수 있는 반려견 동반 펜션이다., 상세 정보-소형견, 중형견 입장 가능 / 기준 2인은 1견(한 마리 가능) 기준 최대 3인은 2견(두 마리 가능) / 7kg 이하만 가능, 숙박 업종-펜션/민박, 애완동물동반허용여부-동반가능, 부대시설-바베큐장, 이용 시간-Checkin : 16:00 ~ Checkout : 11:00"
휴림,,#부모 #친구 #아이,#커플 #액티비티 #야영장 #캠핑장 #체험 #레저/체험 #어린이 #캠핑 #언택트 #어트랙션,"숲속쉼터 휴림은 제주시 산림조합이 조성하여 2017년 개장한 에코힐링파크로 남녀노소 온가족이 함께 즐길 수 있는 숲속 체험을 제공한다.
양묘체험, 임산물 생산체험, 숲속캠핑/ 글램핑/ 카라반 등을 체험할 수 있으며, 유치원 등의 단체가 이용할 수 있는 유아숲속 놀이터를 운영하고 있다.

산림부산물인 편백 톱밥을 활용한 톱밥효소 찜질 체험장도 있어 숲이 주는 자연치유력과 힐링을 느끼는 느긋함도 가져볼 수 있다.

그 밖에 꽃말을 이용한 식물을 식재해서 기념품을 가져갈수 있는 story tree체험, 기념식수를 식재하여 1년 후 가져가거나 지역 사회에 기증할수 있는 meet tree 체험, 목공을 이용해 생활소품을 만드는 DIY체험도 진행하고 있다. 자세한 체험 내용 및 캠핑예약은 휴림 홈페이지에서 가능하다.","소개-제주시 산림조합이 조성한 숲속 쉼터, 에코힐링파크, 편의시설-공용주차장"
리니민박,,#숙소 #민박 #농어촌민박,#수영장 #독채 #고향민박,"안거리 독채: 방3개, 거실, 주방, 화장실 (최대 숙박인원 7인)

 https://www.airbnb.com/rooms/11971165

 

 독채: 방1개, 거실, 주방, 화장실 (최대 숙박인원 4인)

https://www.airbnb.com/rooms/12010570 제주도 3현중 하나인 정의현에 위치한 초가집으로 300평 대지에 안거리와 밖거리 2채 독립된 초가로 구성되어있으며

한 가족, 친구, 그룹, 커플, 태교 여행용 독채숙소로 깨끗한 호텔식 침구가 제공되며 이불, 메트리스, 베게 시트 항상 교체함.

 
조용한 컨셉으로 파티 이벤트, 반려동물은 금지됨.","소개-제주초가로 300평 대지에 안거리, 밖거리 독채, 전통가옥의 느낌과 이색적인 느낌을 함께, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,무료 WIFI"
베르니모텔,,#애월 #소품샵 #의류,#잡화 #쇼핑,"이곳은 미국 캘리포니아의 상점처럼 인테리어를 조성한 것으로, 매장 주변에  있는 야자수와 푸른 바다, 컨테이너가 한데 어울려 색다른 분위기를 자아낸다. 가게 곳곳에는 알록달록한 의자나 카트 등이 마련돼 포토존 역할을 톡톡히 한다. 베르니모텔은 바다를 보며 걸을 수 있는 한담해안산책로 인근에 자리 잡은 편집숍이다. 기존 가게 상호는 베네르모텔이었으나 손님들의 편의를 위해 지금의 상호로 변경했다고 한다. 푸른 애월의 바닷가에서 길 안쪽으로 조금만 들어가면 선글라스 낀 곰 인형이 보인다. 베르니모텔은 가게 상호처럼 미국의 모텔처럼 꾸며놓은 곳으로, 연분홍으로 칠해진 컨테이너와 샛노란 컨테이너 총 2개의 동으로 운영된다. 톡톡 튀는 색상의 외관이 시선을 잡아끈다. 라이프스타일 편집숍을 표방하는 곳답게 노란 컨테이너 매장은 주로 의류 및 잡화를 선보이며, 분홍 컨테이너 매장은 인테리어 소품 및 생활용품을 판매한다. 특히 아기자기한 캐릭터 인형이 많이 구비된 모습으로, 사장님이 직접 디즈니랜드에서 수입해 온 배지도 개성이 넘친다. 사진 촬영과 기념품 쇼핑 모두를 한곳에서 해결할 수 있어, 특별한 추억을 남기고 싶을 때 방문할 만한 곳이다.","소개-미국 감성이 느껴지는 독특한 편집숍, 이용 시간-평일 : 10:00 ~ 20:00 , 주말 : 10:00 ~ 20:00"
IGH펜션,,#펜션 #휴양펜션 #민박,#수상레저 #공공와이파이존 #해변 #해수욕장 #무장애관광,금등과 판포 앞바다를 배경으로 서있는 IGH는 신혼 및 연인 전문 이색숙소로 다양한 이벤트를 제공한다. 주인이 직접 운전하는 1호와 2호는 최대 10명까지 탑승 가능한 보트로 이색적인 선상체험이 가능하다. 뿐만 아니라 카약킹과 스노클링을 숙소 앞바다에서 바로 즐길 수 있어 색다른 추억을 만들 수 있다. 수상 액티비티를 즐기기 위해서는 별도의 예약이 필요하니 참고해야한다.,"소개-신혼 및 연인전문 이색숙소, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-어려움"
제주성산골든튤립호텔,,#호텔 #숙소 #공공와이파이존,#수영장 #주차장 #힐링 #4성급호텔,"골든튤립호텔은 50개국 2200개의 호텔과 24만개가 넘는 객실을 보유한 루브르(진지앙) 호텔그룹의 브랜드로
성산에 자리한 골든튤립 제주 성산호텔은 광치기해변, 섭지해수욕장 부근에 위치하여
모든 객실의 90%이상이 바다조망권을 확보하며 모든 객실에는 테라스가 설치되어 있다.
건물 옥상의 야외수영장에서는 유네스코 지정 세계문화유산인 성산일출봉을 감상 할 수 있다.","소개-객실에서 유네스코 자연유산 성산일출봉을 볼 수 있는 호텔, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실"
돔박이오름,,#커플 #친구 #맑음,#가을 #오름 #자연경관 #도보여행 #도보,"동백나무가 무성한 동박새의 산, 돔박이오름

돔박이오름은 넓은 분화구를 가지고 있는 왕이메오름, 괴수치(고수치)오름과 연이어 이웃하고 있다.

돔박이는 동백나무의 제주어로 동백나무가 많이 자라서 돔박이오름이라고 불렀다는 설과 돔박생이(동박새의 제주어)가 서식했다고 해서 그 이름을 따서 돔박이오름이라고 불렀다는 설이 있다. 오름 주변에는 골프장이 많이 있고 그 사이로 평화로가 있는데 돔박이오름이 세 오름 중에서 도로변과 가장 가깝다.

오름에는 삼나무림이 조밀하게 조성돼 있는데 정상부에는 키가 큰 억새가 자리를 차지하고 있다.
이웃하고 있는 두 오름과 함께 오름 투어를 진행하면 좋은 곳이다.

한 오름의 정상부에서 이웃하고 있는 오름을 바라보다가 그 오름 정상부에서 역으로 올랐던 오름을 바라보는 방법으로 세 오름을 함께 즐기면 좋다.
도로변에서 접근성이 가장 좋은 돔박이오름부터 시작해서 왕이메오름까지 탐방하는 코스를 권한다. 오름은 주소가 산지로 되어있어, 내비게이션 검색시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많습니다.
또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어있는 곳도 있습니다.
이에, 오름 방문시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하시고 방문하시기 바랍니다.",소개-키 큰 억새들의 오름
라마다앙코르 서귀포 이스트 호텔,,#호텔 #숙소 #부대시설,#주차장 #공공와이파이존 #조식포함 #비즈니스센터,"라마다 앙코르 이스트 호텔은 비즈니스와 휴양을 동시에 충족시키는 호텔로 젊은 층이 즐겨 찾는다.
서귀포의 중심부에 위치하고 있어 제주도 곳곳의 아름다운 관광 포인트로도 쉽게 이동이 가능하다.
건강한 휴식, 감각적인 비즈니스와 미팅, 맛있는 즐거움이 있는 다이닝을 합리적인 가격에 이용가능하다.","소개-비즈니스와 휴양을 동시에 즐길 수 있는 서귀포시에 위치한 호텔, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
이호-내도 해안도로,,#경관/포토 #포토스팟 #드라이브,,"이호테우 해안부터 알작지까지 연결된 약 1.15km의 드라이브 코스이다.
이호내도해안도로가 연결되어 올레 17코스와 알작지 해변의 접근이 용이 해졌다.
제주시의 숨은 관광지인 내도 알작지 해변과 새로운 뷰포인트가 생겨 제주의 바다 풍경을 즐기기에 제격이다.",소개-이호테우해변에서부터 알작지까지 바다를 감상할 수 있는 드라이브 코스.
성산~세화 해안도로,,#일출 #해변 #드라이브,#커플 #맑음 #여름 #자연경관,"놀멍쉬멍 걸으멍 우도와 성산일출봉을 볼 수 있는 도로

성산-세화 해안도로는 성산일출봉에서부터 세화해수욕장까지 이어지는 해맞이 해안도로이다.
 성산일출봉에서 갑문 다리를 지나 서쪽인 하도해수욕장 방면으로 서서히 달리면, 오른쪽에는 소가 드러누운 형상의 우도가,  바로 옆에는 성산일출봉이 보인다.
 또한 해안도로에서 해산물을 말리는 해안가 마을의 모습도 인상적이다. 오른쪽에는 드넓은 백사장과 푸르른 해변, 왼쪽에는 하도리 철새 도래지 위를 평화롭게 날아다니는 이름 모를 철새들이 함께 어우러져 자연 다큐멘터리에나 나올법한 아름다운 그림을 연출한다. 이 해안도로는 용담해안도로나 애월 해안도로처럼 차가 많은 지역이 아니라서 천천히 멈췄다 달렸다 하며 여유롭게 구경할 수 있다.

 하도리 포구를 지나고, 멀리 행원 풍력단지의 거대한 풍차들을 눈에 담다 보면 금세 세화해수욕장에 도착하게 된다. 하얀 한치와 준치들이 빨랫줄에 널어져 있고 검은 미역들이 도로 한편에 자리 잡고 있으니 보는 것만으로 온갖 맛있는 요리를 떠오르게 한다.
종달리의 기암괴석 해안을 따라 달리다 보면 어느덧 해맞이 해안로의 하이라이트라 여겨지는 아름다운 경관이 펼쳐진다.","소개-일출이 아름다운 해맞이 해안도로, 상세 정보-연중무휴"
제주바다하늘패러투어,별점(5점만점에 5점),#한림 #함덕 #금오름,#서우봉 #패러글라이딩 #이색체험,"패러글라이딩 체험 프로그램 - 가격; 1인 89,000원 제주바다하늘패러투어는 아름다운 금오름 풍경으로 유명한 금악리에 자리 잡은 패러글라이딩 체험장이다. 패러글라이딩이란 낙하산과 글라이더의 장점을 결합한 항공 레포츠로, 별도의 동력장치 없이도 하늘을 나는 듯한 짜릿함을 느낄 수 있는 체험이다. 특히, 제주의 패러글라이딩은 눈앞에 펼쳐지는 푸른 바다와 싱그러운 오름의 풍경이 장관을 이루는 것으로 유명하다. 참고로 패러글라이딩의 포인트는 함덕 서우봉과 금오름 두 곳으로, 함덕 서우봉은 연중 2~30일밖에 체험이 어려울 정도로 운이 따라줘야 한다. 항공 레포츠인 만큼 안전에 대한 교육을 잘 숙지해야 하며, 전문가와 함께 패러글라이딩 장비를 착용하고 하늘을 활강하게 된다. 높은 활공을 가르며 찍는 기념사진과 영상은 잊지 못할 추억으로 남는다. 제주에서 특별한 이색 체험을 하고 싶은 사람이라면 두려움을 이겨내고 한 번쯤 도전할 만하다. - 체험시간: 약 10분 - 예약: 전화예약 (*당일예약 전화문의) - 특이사항: 1일 체험 가능인원 40명, 체중 30kg ~ 85kg까지 이용가능, 15세 미만 이용시 부모 동의서 작성, 기상악화 시 체험 불가능할 수 있음 제주 하늘을 날아보는 짜릿한 체험","소개-제주 하늘을 날아보는 짜릿한 체험, 상세 정보-매주 일요일 정기휴무, 이용 시간-평일 : 10:00 ~ 18:00 , 주말 : 10:00 ~ 18:00, 요금 정보-유료, 장소 특성-실외, 평균 소요 시간-1시간 미만, 경사도(난이도)-상"
제주여가마을,,#겨울 #마을산책 #마을관광,#체험 #어트랙션,"제주시 동쪽 조천읍 와흘에 위치한 제주여가마을은 자신의 여가 분석과 유형별 체험 프로그램을 통해 자신만의 쉬는 법과 노는 법을 터득해 가는 흥미로운 체험마을이다. 제주여가마을 본부가 있는 농촌마을 ‘와흘리’는 세계중요농업유산인 제주밭담의 전통성과 다양성을 잘 보존하여, 제주시가 추진하는 전통밭담을 활용한 힐링 제주 플랫폼 구축사업의 거점마을이기도 하다.

제주여가마을은 세 가지 프로그램을 운영하는데 첫째는 여가상담 카페 <뜨락>이 주축이 되어 제주토종 동백꽃과 감귤밭이 있는 카페골목투어로 여가 관리 상담과 체험프로그램을 통해 여가유형을 찾아가는 프로그램이다. 둘째는 여가해설사와 함께 여가버스를 타고 조천읍 숨은 명소를 다니면서 자신만의 여가유형을 실제로 경험하는 여가버스타GO 프로그램. 이 프로그램은 4개 코스로 운영되며, 1코스는 여가진단 코스, 2코스는 노는 법 체험코스, 3코스는 쉬는 법 체험코스 그리고 마지막 코스인 4코스는 메밀밭이 펼쳐진 제주와흘메밀마을 센터에서 마무리 된다.

마지막으로 슬기로운 한달살이 아카데미는 제주한달살이 방문객들이 효율적이고 합리적인 한달살이를 계획 할 수 있도록 맞춤식 여가진단, 유형별 여가컨설팅, 여가정보 제공 등 전문가의 라이브 티칭 기법으로 정기운영 중이다. 서점에 가면 책은 많으나 내가 보고 싶고 봐야할 책 선택하기 쉽지 않듯이 제주여가마을은 수많은 여가활동 중에 나에게 적합한 쉬는 법, 노는 법을 찾아서 즐길 수 있도록 도와주는 여가체험 마을인 것이다.

※ 제주여가마을은 상시 개방되는 여행지가 아니며, 계절마다 체험내용이 일부 변경되기 때문에 방문 전에는 반드시 사전예약이나 전화문의를 해야 이용이 편리하다.","소개-제주시 동쪽 조천읍 와흘에 위치한 제주여가마을은 자신의 여가 분석과 유형별 체험 프로그램을 통해 자신만의 쉬는 법과 노는 법을 터득해 가는 흥미로운 체험마을이다. 제주여가마을 본부가 있는 농촌마을 ‘와흘리’는 세계중요농업유산인 제주밭담의 전통성과 다양성을 잘 보존하여, 제주시가 추진하는 전통밭담을 활용한 힐링 제주 플랫폼 구축사업의 거점마을이기도 하다."
민박하얀집,,#민박 #숙소 #농어촌민박,#주차장 #공공와이파이존 #독채 #주방기구 #협재해수욕장 #텃밭집,"민박 하얀집은 바닷가에 접해있어 마치 바다 위에 지어진 듯 보이는 곳이다.
객실 안에서 비양도와 협재해수욕장을 한 눈에 조망할 수 있고, 대문 앞 용천수 물놀이장이 있어 방문객들의 만족도가 높은 곳이다.","소개-대문 앞 용천수 웅덩이를 질길 수 있는 한림에 위치한 민박집, 상세 정보-비수기 : 3만원 / 성수기 : 5만원 (2인 1실 기준, 1인 추가 1만원), 부대시설-바베큐장, 부대시설 기타-평상, 파라솔, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장, 장애인 활동 보조 필요성-아주 어려움"
바산올레 애견동반 펜션,,#펜션 #숙소 #휴양펜션,#자연경관 #해변 #바비큐 #해수욕장 #가족 #반려동물보호소 #공공와이파이존 #단체여행객 #갯벌체험학습장 #수상레저 #온돌방 #체험 #반려동물동반입장 #반려동물 #반려동물동반_숙소 #농어촌민박,"올레8코스 종점과, 올레9코스의 시작점, 바닷가 포구마을 대평리에 소재해 있습니다. 니나수옹기족욕카페를 오픈했습니다.","소개-중문관광단지와 화순해수욕장 중간에 위치한 바산올레펜션입니다., 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
일출랜드 아트센터,,#휴식/힐링 #테마공원 #휴식/치유,#자연경관 #체험 #어트랙션,"자연의 색은 오래 두고 보아도 질리지 않는다. 그래서일까. 자연에서 얻은 재료를 이용한 천연 염색은 볼수록 예쁘고 몸에도 좋은 여러 효능을 지닌다. 천연 염색 재료는 다양하지만 청아한 푸른빛을 품은 쪽은 우리나라 고유의 염색 재료이다. ‘쪽빛 바다’라는 말은 바로 이 쪽풀에서 비롯된 것이다.

일출랜드 아트센터는 쪽 염색을 체험하는 전문 공간이다. 이곳의 쪽 염색이 특별한 이유는 쪽풀을 직접 재배하기 때문이다. 쪽은 3~4월에 씨를 뿌려 키운 후 7~8월에 수확하는데 60~70cm 정도 자란 풀을 수작업으로 발효시켜 염료로 만든다. 쪽은 빛깔도 아름답지만 살균과 항균력이 높아 예부터 귀한 옷과 문서를 염색하는데 많이 쓰였다고 한다. 천연 염색은 수고로움을 동반하지만 정성이 더해질수록 더욱 진하고 깊은 색을 얻을 수 있다. 아트센터의 염색 체험은 남녀노소 누구나 가능하다. 손수건이나 스카프 중에 골라 체험할 수 있는데 손수 무늬도 만들 수 있다. 원하는 대로 모양을 잡아 고무줄로 단단히 묶으면 된다. 취향에 따라 동그란 모양을 만들거나 빈티지한 느낌이 나도록 얼룩덜룩하게 물을 들일 수 있다. 고무줄을 잘 동여매야 모양이 제대로 나온다. 쪽 염료는 처음엔 초록빛을 띄는데 옷감을 담그는 시간과 횟수가 많을수록 점점 푸르게 변한다. 염료가 완전히 푸른색이 되면 더 이상 물을 들일 수 없다.

옷감은 염료에 담구고 짜내는 횟수가 많을수록 빛깔이 점점 진해진다. 물들이기가 끝나면 물에 여러 번 헹구어내야 한다.
깨끗이 헹군 후에 옷감을 잘 털어 말리면 쪽 염색이 완성된다.
옷감이 마르는 동안 일출랜드를 관람해보자. 산책 후엔 예쁘게 포장된 자신의 작품을 받아볼 수 있다. 자연에서 얻은 순수한 파란빛에 마음도 더불어 맑아진다. 아트센터에서는 염색 체험 외에도 나만의 티셔츠 만들기, 칠보공예, 도자기 체험도 운영한다.","소개-일출랜드 아트센터는 쪽 염색을 체험하는 전문 공간이다. 이곳의 쪽 염색이 특별한 이유는 쪽풀을 직접 재배하기 때문이다. 쪽은 3~4월에 씨를 뿌려 키운 후 7~8월에 수확하는데 60~70cm 정도 자란 풀을 수작업으로 발효시켜 염료로 만든다. 쪽은 빛깔도 아름답지만 살균과 항균력이 높아 예부터 귀한 옷과 문서를 염색하는데 많이 쓰였다고 한다. 천연 염색은 수고로움을 동반하지만 정성이 더해질수록 더욱 진하고 깊은 색을 얻을 수 있다., 상세 정보-정기휴무 : 매주 토, 일요일, 이용 시간-평일 : 09:00 ~ 15:00 , 주말 : 09:00 ~ 15:00, 요금 정보-유료, 장소 특성-실내+실외, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
제주가구공방,,#제주시내 #삼양 #원데이클래스,#목공체험 #이색체험,"- 예약: 전화예약 가구만들기 체험 프로그램 이곳은 넓은 공간을 마련해 소규모 교육부터 단체 교육까지 진행할 수 있는 공방이다. 대량으로 생산되는 기성품이 아닌 원목 나무와 친환경 페인트를 사용해 소장 가치를 더한다. 또한, 맞춤 가구를 제작하고 싶은 경우  침대, 싱크대, 책장, 수납장 등을 주문할 수 있으니 참고할 것. 나무의 결이 고스란히 살아 있고, 오래 사용할 수 있는 나만의 가구를 갖고 싶다면 방문할 만한 곳이다. 시간이 갈수록 멋스러운 원목가구 체험 제주가구공방은 검은모살뜸(검은모래뜸)으로 유명한 삼양해수욕장 인근에 자리 잡은 공방이다. 자연 친화적인 원목을 재료로 나무 의자, 도마 등을 만들어 보는 목공 체험 프로그램이 준비돼 있다. 자신의 취향을 담는 가구는 100% 원목을 사용해 시간이 지날수록 멋스러움이 가미되는 장점을 지닌다. 어린이에게 정서적인 안정과 만족을 주며, 집중력을 높일 수 있는 체험이다. - 특이사항: 단체 교육, 가구 주문제작 가능 - 체험시간: 약 2시간 - 가격: 나무 의자 만들기 50,000원","소개-시간이 갈수록 멋스러운 원목가구 체험, 상세 정보-매주 일요일 정기휴무, 이용 시간-평일 : 09:00 ~ 18:00 , 주말 : 09:00 ~ 18:00, 요금 정보-유료, 장소 특성-실내, 평균 소요 시간-1~2시간, 경사도(난이도)-중"
바다드림펜션,,#민박 #숙소 #펜션,#휴양펜션 #해수욕장 #바비큐 #계곡 #정원,"텃밭에 자라는 무농약 상추와 채소를 직접 따서 먹을 수 있는 장점이 있다. 제주도 중심지인 제주시 해안도로에 위치하고 있으며, 공항과 가까이 위치해있다. 제주공항 인근에 위치해 렌트를 하지 않아도 편리한 교통을 이용할 수 있다. 바다와 함께 즐기는 바베큐 파티는 숯과 그릴 대여료가 있으며 비용은 20,000원이다. 2인실 베드룸과 4인실 패밀리룸으로 이루어졌으며 1인 추가시 1만원이 추가요금이 붙는다.","소개-제주공항 근처 바다가 보이는 바다드림 펜션, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
마이피기팬트리,,#구좌읍 #하도리 #그로서리,#식료품 #주류 #와인,"마이피기팬트리는 한적하고 아름다운 풍경으로 유명한 하도리 마을에 자리 잡은 식료품점이다. 주택가 사이에 있어 여유 있는 쇼핑을 즐기기 알맞다. 파란 지붕의 낮은 건물 앞으로 자갈이 깔린 마당이 잘 꾸며져 있어 운치를 더한다. 입구 앞에 서 있는 감귤 나무는 제주다운 감성이 물씬 느껴진다. 전 세계 식료품을 한 번에 구경하는 곳 매장에 들어서면 해외 식료품, 주류, 개성 있는 커틀러리 등 평소에 보기 힘든 상품이 가게를 빼곡히 채우고 있다. 가게 사장님이 섬세하게 고른 상품들이 종류별로 잘 진열돼 있어 구경하는 재미가 쏠쏠하다. 여행객에게 가장 인기가 많은 건 간편하게 먹을 수 있는 주전부리나 과자로, 함께 곁들이기 좋은 음료 등도 함께 판매한다. 와인은 상품마다 작은 메모가 딸려 있어 선택에 도움이 된다. 이곳은 여행객뿐 아니라 해외 음식에 관심이 많은 제주도민도 즐겨 찾는 식료품점으로, 150여 개의 다양한 상품을 선보인다. 또, 오프라인 매장에서 구매하지 못한 손님을 위해 온라인 쇼핑몰도 운영하고 있으니 참고할 것. 이곳은 희귀한 철새를 관찰할 수 있는 철새도래지 인근에 있어 함께 둘러볼 만하다.","소개-전 세계 식료품을 한 번에 구경하는 곳, 이용 시간-평일 : 11:00 ~ 17:30 , 주말 : 11:00 ~ 17:30"
종남마을,,#4.3 #문화유적지 #문화관광,#제주4.3 #역사유적 #마을산책 #마을관광 #어트랙션,"와산 본동에서 남쪽으로 1.5㎞ 떨어진 당오름 정상 뒤편에 자리잡고 있다.
4․3 당시 10여호 50명 내외의 주민들이 농사와 축산에 종사하면서 살아가던 소담한 자연마을이었다. 한치홍, 한치명, 한달천, 양상길, 강시봉씨 등이 살았고 주로 한씨가 모여 살았다.

종남마을은 1948년 11월 20일 소각된 이후 복구가 되지 않아 잃어버린 마을이 되었다.

옛 집터들은 현재 대나무와 덤불숲에 남았으며 마을 길과 올레 등이 비교적 뚜렷이 남아있다. 종남마을은 4․3 이후 지금까지 다른 마을에 비해 개간이 되지 않았다. 지금 종남마을엔 집 한 채의 형상이 지붕만 걷어진 채 그대로 남아있다. 마당으로 들어가는 올레와 외양간, 통시 그리고 깨어진 옹기, 민구류 등이 그대로 남아있어 잃어버린 마을의 쓸쓸함을 달래고 있다. 이 집터는 4․3 당시 한달천씨가 거주했던 곳이다. 이 곳에 와산리가 재건된 얼마 후, 김시천씨가 그 집담에 지붕만 얹고 들어와 10여년 정도 살았었다고 한다.

이 외에도 초토화 이전 주민들이 직접 조성하여 이용했던 봉천수 우물 2곳과 우마용 물통 1곳이 그대로 남아있다.

와산리 재건 이후 당시 4․3때 잃어버린 마을 중에서 집 담이 남아있는 곳은 이 곳 종남마을이 유일하다. 서귀포시 영남마을과 함께 4․3의 비극을 알리는 역사현장으로써 가치가 높기 때문에 보존대책을 강구해야 할 것이다.

또한 종남마을 1㎞ 남쪽에는 4․3 당시 8호 정도 있었던 제비동(제비보리)이 잃어버린 마을로 남아있다. 이 곳에도 옛 집터가 대나무 숲에 덮혀있다.",소개-와산리 재건 이후 당시 4·3 때 잃어버린 마을 중에서 유일하게 집 담이 남아있는 마을
다래산장펜션,,#펜션 #휴양펜션 #통나무집민박,#독채 #바비큐 #공공와이파이존 #해수욕장 #온돌방 #가족 #주차장,"애월읍 납읍리에 위치한 다래산장은 몸에 좋은 황토로 지어진 객실과 상쾌한 동백길, 소나무 숲길, 지압길의 산책로가 펼쳐진 숙박시설이다. 17평부터 48평까지 다양한 크기의 6가지 유형의 객실을 보유하고 있으며 전 객실에는 주방과 데크가 설치되어 있다. 황토 찜질방과 야외 바베큐 시설을 갖추었으며 제주 국제공항으로부터 승용차로 약 40분 거리에 위치한다.","소개-애월읍에 위치한 황토와 통나무로 지어진 산장, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
