title,category,introduction,address,roadaddress,latitude,longitude,phoneno,imgpath,tag,contentsid
샤이니숲길,관광지,삼다수 목장 근처에 있는 작은 숲길,제주특별자치도 제주시 조천읍 교래리 719-10,제주특별자치도 제주시 조천읍 교래리 719-10,33.4272161,126.6618459,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/9b406aee-0b7c-4feb-9b2e-b77aabfd6fcf.jpg,"걷기/등산,경관/포토,휴식/힐링, 걷기/등산,경관/포토,휴식/힐링,자연경관,도보여행,도보,숲,포토스팟,숲길",CNTS_200000000008013
호텔 리젠트마린,숙박,"제주 탑동 광장 앞, 제주 최대의 횟집 단지인 '서부두 명품횟집거리'옆에 위치한 호텔",제주특별자치도 제주시 건입동 1443,제주특별자치도 제주시 서부두2길 20,33.517624,126.52711,02-777-5080,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f23a5705-d0de-4ee9-ad44-0e387649595d.jpg,"호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장,공용주차장,카드결제,무료 WIFI,편의점, 호텔,숙소,4성급호텔,수영장,공공와이파이존,양식레스토랑,자연경관,주차장",CNTS_000000000000610
산토 월정리쇼룸,쇼핑,어디서도 볼 수 없는 유니크한 중남미 소품 가게,제주특별자치도 제주시 구좌읍 월정리 469-1,제주특별자치도 제주시 구좌읍 월정3길 47,33.5553225,126.7942488,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/202306/13/c051937e-204d-4c4b-9a60-00f91179827d.jpg,"핸드메이드소품, 소품샵, 월정리, 구좌읍",CNTS_200000000015047
오롯 바이 에퀴녹스,숙박,금능 해수욕장을 품고 있는 금능리에 위치한 오롯 바이 에퀴녹스는 반려동물과 즐거운 추억을 만들기에 좋은 곳이다.,제주특별자치도 제주시 한림읍 금능리 1417,제주특별자치도 제주시 한림읍 금능길 75,33.389015,126.230963,0507-1387-0194,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/9c8fcda7-9582-494e-9692-51e509f18dc2.jpg,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,동반가능,바베큐장",CNTS_300000000012685
제주대학교병원,관광지,"2009년 3월 제주시 아라동 지역에 신축병원을 완공하고 각종 전문센터 유치, 최첨단 장비 도입, 우수한 의료진의 확충 등 병원의 양적 성장과 질적 성장을 동시에 이루고자 전직원들이 많은 준비를 하고 있다. 더불어 천혜의 자연환경을 보유한 제주지역이 전세계적으로 주목받고 있는 의료관광 시장에서 경쟁력 있는 도시가 될 수 있도록 최선을 다할 것이다.",제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 제주시 아란13길 15,33.467101,126.545309,064-717-1114,https://api.cdn.visitjeju.net/photomng/imgpath/201911/11/e89a0bcc-4d99-412f-85c9-c4e25469b9ce.jpg,"헬스케어, 병원, 의료관광, 웰니스",CNTS_200000000009472
그랜드스윙,관광지,성산일출봉을 바라보며 타는 거대한 그네 포토존,제주특별자치도 서귀포시 성산읍 고성리 127-2,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.4300919,126.9272996,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/202311/21/2b30d115-93cf-4da8-b407-0cc9cbc453b2.jpg,"사진명소, 섭지코지",CNTS_300000000012833
제주애물들다,숙박,제주애물들다는 제주의 석양을 잔뜩 느낄 수 있는 감성펜션이다.,제주특별자치도 제주시 한경면 조수리 1644,제주특별자치도 제주시 한경면 고조로 492-8,33.3291135,126.2213991,0507-1380-2081,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/f2824fd5-5a72-403a-bb3f-864660c23115.jpg,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,동반가능,바베큐장, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 바비큐, 풀빌라",CNTS_300000000012687
올리브영 제주탑동점,쇼핑,제주 특화 상품을 판매하고 있는 드럭스토어,제주특별자치도 제주시 삼도이동 1192-15,제주특별자치도 제주시 탑동로 15-1,33.5170356,126.5230395,064-702-5290,https://api.cdn.visitjeju.net/photomng/imgpath/202306/14/24cd4ffe-07f3-4b61-9588-30c6dc080bf1.jpg,"화장품, 소품, 제주시내, 탑동",CNTS_200000000015023
크리스마스리조트,숙박,하도해수욕장 인근에 위치한 크리스마스리조트는 독채 펜션으로 다양한 부대시설이 있어 편안하고 즐거운 하루를 즐기기 최적의 장소다.,제주특별자치도 제주시 구좌읍 종달리 1422,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,33.5091405,126.8999502,064-784-1224,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/b6568126-2088-4c3f-a77f-75d3013f5917.jpg,"자쿠지, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,동반가능,바베큐장,풀장, 수영장, 리조트, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 바비큐장, 카라반",CNTS_300000000012690
하늘오름펜션,숙박,"하늘오름펜션은 제주의 아름다운 정경을 바라볼 수 있는 곳에 위치하고 있으며, 드넓게 펼쳐진 푸른 한라산과 제주 오름의 절경과 저녁에는 붉은빛이 아름다운 낙조를 볼 수 있는 곳이다.",제주특별자치도 제주시 구좌읍 덕천리 1325,제주특별자치도 제주시 구좌읍 중산간동로 1909,33.4814988,126.751231,0507-1336-6294,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/ff6f9046-4fea-49b3-95b5-f39be2847c24.jpg,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,동반가능,바베큐장, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소",CNTS_300000000012691
흰수염고래리조트,숙박,아이들의 호기심을 자극하고 즐거움을 선사하는 곳,제주특별자치도 제주시 애월읍 구엄리 941,제주특별자치도 제주시 애월읍 일주서로 6818,33.474884,126.38051,064-747-5553,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/39aa196e-4bc1-4c5a-b255-f746d7211fbd.jpg,"휴식,숙소,리조트,주차장,공공와이파이존,편의시설,휴양콘도,아동놀이방,무장애관광, 휴식,숙소,리조트,주차장,공공와이파이존,편의시설,휴양콘도,아동놀이방,무장애관광,공용주차장,화장실,무료 WIFI,엘리베이터,승강기,어려움",CNTS_000000000021170
이디하우스n카페,숙박,세화 해변이 보이는 게스트하우스,제주특별자치도 제주시 구좌읍 세화리 1476-5,제주특별자치도 제주시 구좌읍 해녀박물관길 33-2,33.523987,126.86202,010-3762-7982,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8e47deb6-e7bd-45fa-a65d-5e1c265ea6ef.jpg,"휴식,숙소,게스트하우스,주차장,공공와이파이존,자연경관,독채,조식,카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움, 휴식,숙소,게스트하우스,주차장,공공와이파이존,자연경관,독채,조식,카페",CNTS_000000000020208
표선해수욕장,관광지,너른 백사장이 매력적인 서귀포 동남부 해수욕장,제주특별자치도 서귀포시 표선면 표선리,제주특별자치도 서귀포시 표선면 표선리,33.327230693,126.8381014472,064-760-4992,https://api.cdn.visitjeju.net/photomng/imgpath/202110/29/f839045d-a0e5-4f28-a980-c29b57406d4a.jpg,"해수욕장,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,수상레저,반려동물,반려동물동반입장,혼저옵서개,반려동물동반해변,화장실,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,장애인 화장실,쉬움, 해수욕장,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,수상레저,반려동물,반려동물동반입장,반려동물동반_해변,반려동물동반_자연,무장애관광,반려동물동반_관광지",CNTS_000000000001196
함덕카페거리,관광지,함덕 서우봉해변 근처에 위치한 함덕 카페거리,제주특별자치도 제주시 조천읍 함덕리,제주특별자치도 제주시 조천읍 함덕리,33.54264,126.66915,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/09495b42-bc43-4db3-845f-47739a26f984.jpg,"밤,커플,여름",CNTS_000000000021525
에메랄드하우스,숙박,제주의 드넓은 자연을 제대로 즐길 수 있는 이곳은 반려동물과 동반하는 여행이라면 더할 나위 없는 곳이다.,제주특별자치도 서귀포시 안덕면 동광리 420-4,제주특별자치도 서귀포시 안덕면 신화역사로 545-66,33.3154941,126.348806,0507-1377-0880,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/7629aaed-abcc-4ec4-9973-1e2ee4347575.jpg,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 송악산, 산방산, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,유도 및 안내시설,동반가능,바베큐장, 바비큐, 숙소",CNTS_300000000012699
예이츠산장,숙박,"남원 중산간, 공기 맑은 한라산 밑자락에 위치한 산장",서귀포시 남원읍 하례리 1876-1,서귀포시 남원읍 516로 918,33.325466,126.60128,064-767-3746,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/67c0033c-f7db-4dae-b1df-1dad63159b8c.jpg,"펜션,숙소,주차장,바비큐,공공와이파이존,수영장,노래방,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,무료 WIFI,화장실,유도 및 안내시설,경보 및 피난시설,동반가능,바베큐장, 펜션,숙소,주차장,바비큐,공공와이파이존,수영장,노래방,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소",CNTS_000000000022573
아라도예,쇼핑,김수현 작가의 제주식 분청사기,제주특별자치도 제주시 애월읍 광령리 1227-3,제주특별자치도 제주시 애월읍 광령6길 2,33.3701721,126.4819697,010-3696-1573,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/93d2b3b3-2c14-42a8-874e-0f14a9bcd71f.jpg,"쇼핑,럭셔리트래블인제주, 쇼핑,기념품/소품,도예품 등",CNTS_200000000014096
옛마을펜션,숙박,옛마을펜션은 서귀포시 토평동에 위치한 조용하고 한적한 펜션이다. 객실을 편백나무로 시공해 건강에 유해하지 않게 지은 이곳은 모든 가구도 원목을 이용해 숲속 오두막 느낌을 선사한다. ,제주특별자치도 서귀포시 토평동 779-1,제주특별자치도 서귀포시 검은여로 80,33.2507973,126.5817291,010-8663-4039,https://api.cdn.visitjeju.net/photomng/imgpath/202212/09/847bf19c-69a1-4c72-87fb-020c893cc3a1.jpg,"반려동물,반려동물동반입장,숙박,펜션,반려동물동반_숙소,숙소,공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,동반가능,바베큐장, 반려동물,반려동물동반입장,숙박,펜션,반려동물동반_숙소,숙소",CNTS_200000000014237
온더스톤펜션,숙박,"온더스톤펜션 제주성산점은 제주의 명소인 성산일출봉, 우도, 섭지코지를 한 곳에서 볼 수 있는 바다에 위치해있다.",제주특별자치도 서귀포시 성산읍 오조리 374,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,33.4700329,126.9178447,0507-1351-2128,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/4761511c-4c81-4f32-b83f-e40421f0dc83.jpg,"가족실, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,동반가능,바베큐장, 와이파이,도미토리, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 조식제공, 바비큐, 2인실",CNTS_300000000012701
건축학개론펜션,숙박,표선교차로 인근 독채로 이용할 수 있는 펜션,제주특별자치도 서귀포시 성산읍 신풍리 188,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,33.358418,126.85982,064-784-0007,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8eeb5908-d271-429e-9cb5-d97da1b08575.gif,"휴식,숙소,휴양펜션,펜션,독채,단체여행객,바비큐,온돌방,가족,어린이,공공와이파이존,체험,해수욕장, 휴식,숙소,휴양펜션,펜션,독채,단체여행객,바비큐,온돌방,가족,어린이,공공와이파이존,체험,해수욕장,편의점,음료대",CNTS_000000000020691
엠버퓨어힐호텔&리조트,숙박,한라산의 숨겨진 빛나는 보석이라 불리는 이곳은 해발 520m 지대에 위치해 제주 자연을 온전히 담은 곳이다.,제주특별자치도 제주시 노형동 산 13,제주특별자치도 제주시 1100로 2671-30,33.4264438,126.4870326,064-801-3333,https://api.cdn.visitjeju.net/photomng/imgpath/202308/18/cbbb349b-6477-448f-8390-9225e003a3f3.jpg,"반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,동반가능,풀장,바베큐장",CNTS_300000000012682
제주항공우주박물관,관광지,제주항공우주박물관은 항공 기술과 우주를 꿈꾸는 사람들에게 무한한 상상력을 심어준다. 하늘을 날고자 했던 라이트 형제의 수많은 도전과 미래 행성을 세우는 일까지 마음껏 상상의 나래를 펼칠 수 있다.,제주특별자치도 서귀포시 안덕면 서광리 산 39 항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,33.30413,126.299675,064-800-2000,https://api.cdn.visitjeju.net/photomng/imgpath/202008/28/fc8f02ff-55bd-4ab8-b038-a2b492c17143.JPG,"실내,미술/박물관,아이,비.눈,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션, 실내,미술/박물관,아이,비.눈,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션,우수관광사업체,실내+실외,공연/전시,1~2시간",CONT_000000000500578
둔지봉,관광지,제주도를 한눈에 내려다볼 수 있는 둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,제주특별자치도 제주시 구좌읍 한동리 산 40,33.50136,126.79464,064-783-2619,https://api.cdn.visitjeju.net/photomng/imgpath/201907/29/1184805a-d761-4d03-a9d1-5e96684d3342.jpg,"오름,걷기/등산,자연경관, 오름,걷기/등산",CONT_000000000500163
블랑게스트하우스,숙박,표선인근이면 어디든 픽업서비스가 가능한 게스트하우스,제주특별자치도 서귀포시 표선면 표선리 1821-1,제주특별자치도 서귀포시 표선면 표선관정로43번길 76-31,33.33356,126.826645,010-6276-0766,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ad4d263c-336a-429f-862b-a0d5e6e202c6.png,"숙소,게스트하우스,체험,편백나무펜션,조식 포함,바비큐,공공와이파이존,교통,해수욕장,독채,화장실,무료 WIFI, 숙소,게스트하우스,체험,편백나무펜션,조식 포함,바비큐,공공와이파이존,교통,해수욕장,독채",CNTS_000000000022277
문석이오름 [출입제한 - 자연휴식년제 적용 중],관광지,초록색 물결이 넘실거리는 아름다운 오름,제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리,33.447876,126.79623,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/201908/12/e610c699-c49b-4710-ad63-6aff25718e6b.jpg,"부모,커플,혼자,친구,아이,맑음,오름,자연경관,도보여행,도보",CNTS_000000000021259
참살이마을 명도암 농어촌체험마을,관광지,자연 그대로의 삶이 있는 참살이마을,봉개동 270-3,제주시 명림로 268-71,33.461636,126.60709,064-723-0261,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/79d2df2e-dfc3-489a-a955-f73ecb30233d.png,"체험관광,친구,커플,흐림,사계절,체험,마을산책,마을관광,어트랙션",CNTS_000000000022006
따라비오름,관광지,"표선면 가시리에 위치한 따라비오름은 3개의 분화구(굼부리)와 6개의 봉우리로 이루어져 있다. 화산이 폭발할 때 분출된 용암은 부드러운 산세를 만들어냈고, 가을이면 오름을 뒤덮은 억새 군락이 장관을 이룬다. ",제주특별자치도 서귀포시 표선면 가시리 산 62,제주특별자치도 서귀포시 표선면 가시리 산 62,33.389156,126.75325,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/2807b2be-5aa2-4e3e-bd91-23a92d2985a6.JPG,"일출,오름,걷기/등산,친구,가을,자연경관,도보여행,도보,억새,반려동물,반려동물동반입장,혼저옵서개,반려동물동반오름, 일출,오름,걷기/등산,친구,가을,자연경관,도보여행,도보,억새,반려동물,반려동물동반입장,반려동물동반_오름,반려동물동반_자연,반려동물동반_관광지",CONT_000000000500168
동쪽송당 동화마을,관광지,구석구석 포토존이 가득한 테마 공원,제주특별자치도 제주시 구좌읍 송당리 2635-3,제주특별자치도 제주시 구좌읍 비자림로 1191,33.435982,126.7315083,064-743-5000,https://api.cdn.visitjeju.net/photomng/imgpath/202311/21/76fac134-6aac-443e-8f87-541c5b62fb61.jpg,"송당, 사진스팟									",CNTS_300000000012837
훈데르트바서파크,관광지,"오스트리아 3대 화가이자 환경 운동가, 건축 치료사 ‘훈데르트바서' 의 예술과 건축 철학이 담긴 내추럴 아티스틱 테마파크이다.",제주특별자치도 제주시 우도면 연평리 1706-1,제주특별자치도 제주시 우도면 우도해안길 32-12,33.4931983,126.9562063,064-766-6000,https://api.cdn.visitjeju.net/photomng/imgpath/202203/16/924d8257-b6cb-488f-970c-050c069de221.jpg,"문화관광,건축문화기행,테마공원,포토스팟,관광지,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,카드결제,현금결제,,,단독접근가능,장애인 화장실,승강기,장애인 전용 주차장,쉬움,실내+실외,하,공연/전시,박물관 전시 ,1~2시간, 문화관광,건축문화기행,테마공원,포토스팟,관광지,무장애관광",CNTS_200000000013150
야크마을,숙박,"제주의 자연 속에서 새로운 영감을 전하고, 삶의 균형을 회복할 수 있는 관광 휴양단지",제주특별자치도 서귀포시 색달동 1045,제주특별자치도 서귀포시 색달중앙로 162,33.2688260744,126.4158646744,064-760-1950,https://api.cdn.visitjeju.net/photomng/imgpath/202301/06/a77aa497-695a-4652-bdf8-ef3c83020370.jpg,"숙소,럭셔리트래블인제주,리조트,수영장,체험,레저/체험,음식,식당,한식,카페,가족호텔,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소, 숙소,럭셔리트래블인제주,리조트,수영장,체험,레저/체험,음식,식당,한식,카페,가족호텔,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_숙소,공용주차장,화장실,무료 WIFI,유도 및 안내시설,카드결제,현금결제,단차없음,승강기,장애인 전용 주차장,쉬움,동반가능,유료제공,전체금연,식음료장,세미나실,풀장,스파,연회장,인터넷,비즈니스시설,유아침대,유아욕조,있음,운행안함",CNTS_200000000014080
올레관광호텔,숙박,깔끔하고 편리한 제주 올레관광호텔,제주특별자치도 제주시 삼도1동 580-31,제주특별자치도 제주시 서광로 254,33.49953,126.52372,064-723-2727,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ff9b93da-587f-43fb-a3ba-768d07e04a2d.jpg,"호텔,숙소,공공와이파이존,주차장,관광호텔,온돌방,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,장애인 화장실,장애인 전용 객실,어려움, 호텔,숙소,공공와이파이존,주차장,관광호텔,온돌방,무장애관광",CNTS_000000000018204
제주 호텔 더원,숙박,"삼다의 섬 제주에서 돌처럼 굳건하게, 여인처럼 부드럽게, 바다처럼 신속한 서비스를 약속하는 호텔",제주특별자치도 제주시 연동 279-3,제주특별자치도 제주시 사장3길 33,33.4827145,126.491349,064-798-0001,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/37dc5fc0-1561-477b-aff6-f9c8a2c05069.gif,"호텔,숙소,4성급호텔,공공와이파이존,주차장,엘리베이터,비즈니스센터,관광호텔,무장애관광, 호텔,숙소,4성급호텔,공공와이파이존,주차장,엘리베이터,비즈니스센터,관광호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,장애인 전용 객실,쉬움",CNTS_000000000018162
아라고나이트 고온천(디아넥스호텔),관광지,무더운 여름 시원한 수영장을 자연스레 찾는 것처럼 겨울철에는 뜨끈한 온수에 몸을 담그고 피로를 푸는 경우가 있다. 2001년 전까지만 해도 전문가들은 “제주도에는 온천 부존 가능성이 없다”고 했다. 하지만 이 정설을 뒤집고 제주에서 유일하게 아라고나이트 고온천수가 발견되었다. 수억 년 전 역사로 거슬러 올라가는 아라고나이트 고온천수 시설은 디아넥스호텔이 자부하는 최고의 힐링시설이다. 이 온천수는 300만 년 전에 모양을 갖춘 지하 화강암 위에 순수한 물이 제주 땅 중심으로 스며들면서 각종 미네랄을 함유하며 생성되었다는 게 전문가들의 의견.,제주특별자치도 서귀포시 안덕면 상천리 380-7,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,33.303474,126.39206,064-793-6006,https://api.cdn.visitjeju.net/photomng/imgpath/202011/03/40a75124-90a5-4d33-9617-8542d8119276.jpg,"온천,실내,휴식/힐링,부모,비.눈,겨울,실내관광지,호텔,숙소,어트랙션,공용주차장, 온천,실내,휴식/힐링,부모,비.눈,겨울,실내관광지,호텔,숙소,어트랙션",CNTS_000000000000597
9연대 본부 옛터,관광지,모슬포의 역사를 보여주는 곳.,제주특별자치도 서귀포시 대정읍 상모리 3374,제주특별자치도 서귀포시 대정읍 일주서로 2497,33.229523,126.26302,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/775e8585-51cd-4b76-8138-2379211d9fec.jpg,"4.3,문화유적지,문화관광,제주4.3,역사유적,어트랙션",CNTS_000000000022854
소인국테마파크,관광지,세계 각국의 유명건축물을 한번에 볼 수 있는 테마공원,제주특별자치도 서귀포시 안덕면 서광리 725,제주특별자치도 서귀포시 안덕면 중산간서로 1878,33.2904213,126.322602,064-793-5400,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b588f9b7-e75e-42c7-a1d3-4dabbf619e1a.jpg,"테마공원,아이,봄,실내관광지,어린이,어트랙션,반려동물,반려동물동반입장,반려동물동반_관광지,무장애관광,우수관광사업체, 테마공원,아이,봄,실내관광지,어린이,어트랙션,반려동물,반려동물동반입장,반려동물동반_관광지,무장애관광,우수관광사업체,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,우수관광사업체,실외,하,공연/전시,기타,1~2시간",CONT_000000000500372
바릇스파 ,관광지,사람들은 보통 떠오르는 일출 앞에 서면 소망을 빌거나 앞으로의 각오를 다짐하고는 한다. 반면에 붉은 노을을 바라볼 때는 평소 일상에 지쳐있던 긴장을 내려놓고 분위기에 취한다. 제주시 애월읍 신엄리 신엄포구 앞 해안도로는 해질 무렵 드라이브하기 좋은 코스 중 하나. 이곳에 일상생활에 지친 사람들의 마음과 영혼을 잠시 쉬어가게 해 주는 아늑한 공간이 있다. 제주어로 바다를 뜻하는 ‘바릇’을 붙인 바릇스파가 그 곳이다. 작은 숲 너머 해안도로와 애월 바다가 보이는 올레리조트 단지 안에 위치한 바릇스파는 공간도 아늑한 분위기가 느껴진다. ,제주특별자치도 제주시 한림읍 협재리 1607 3층,제주특별자치도 제주시 한림읍 한림로 392 3층,33.3970766,126.244507,064-799-8133,https://api.cdn.visitjeju.net/photomng/imgpath/202010/07/54dd96f1-6ac8-43d2-970e-b1e619769f19.jpg," 스파, 필링, 스파,필링,어트랙션",CNTS_200000000010697
"웃밤(웃바매기,웃밤오름)",관광지,가뭄이 와도 마르지 않는 샘이 있는 웃밤오름,제주특별자치도 제주시 조천읍 선흘리 산 84,제주특별자치도 제주시 조천읍 선흘리 산 84,33.47828,126.71444,번호없음,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/902829d3-dfcc-4b98-97f2-364b24f9e5b9.jpg,"오름,걷기/등산, 오름,걷기/등산,자연경관,도보여행,도보",CONT_000000000500482
한국건강관리협회제주특별자치도부,관광지,"감염병 예방 및 관리, 비전염성 만성질환의 조기 발견과 예방을 위한 효율적인 건강검진을 위하여 진료과목별 전문 의료진과 우수한 의료 인력, MRI, 128ch MDCT, HD급 내시경검사기 등 최첨단 의료장비를 갖추고 있으며, 
고객중심의 의료 서비스를 제공하기 위해 검진 예약에서부터 검진 과정 그리고 검진 후 관리까지 완벽한 시스템을 구축하여 안전, 안심, 신속, 정확한 고품격 건강검진을 제공하고 있다.",제주특별자치도 제주시 연동 1375,제주특별자치도 제주시 연북로 111,33.4821217,126.4933841,064-740-0200,https://api.cdn.visitjeju.net/photomng/imgpath/201911/13/7995f166-950d-4a95-bb3c-c15e3e9a5a4a.jpg,의료관광,CNTS_200000000009484
앙데팡당,관광지,어린이를 위한 미술 전람회,제주특별자치도 제주시 애월읍 신엄리 2838,제주특별자치도 제주시 애월읍 신엄안3길 136-5,33.4736368,126.353732,0507-1316-2933,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/9ba380c7-c9b0-4805-ae0b-288a89709c56.jpg,"관광지,럭셔리트래블인제주",CNTS_200000000014088
숨도(구.석부작박물관),관광지,용암의 신비를 담은 예술 정원,제주특별자치도 서귀포시 일주동로 8941 (호근동),제주특별자치도 서귀포시 일주동로 8941 (호근동),33.250103,126.53654,064-739-5588,https://api.cdn.visitjeju.net/photomng/imgpath/202112/13/cb11d55b-0162-44df-bc5c-10c5ff19a2a2.JPG,"테마공원,비.눈,흐림,사계절,실내관광지,문화관광,박물관,언택트,어트랙션,우수관광사업체,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,우수관광사업체, 테마공원,비.눈,흐림,사계절,실내관광지,문화관광,박물관,언택트,어트랙션,우수관광사업체,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_관광지",CONT_000000000500337
테디베어뮤지엄제주,관광지,"다양한 테마와 재미있는 볼거리가 가득한 국내 유일의 테디베어 박물관, 중문관광단지 중심에 있음",제주특별자치도 서귀포시 색달동 2889,제주특별자치도 서귀포시 중문관광로110번길 31,33.25021,126.41223,064-738-7600,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/9d0e15ec-5ef4-4a4b-8a48-b788658e69da.jpg,"실내,테마공원,아이,비.눈,겨울,실내관광지,어트랙션,안전여행스탬프,반려동물,반려동물동반입장,반려동물동반_관광지,무장애관광, 실내,테마공원,아이,비.눈,겨울,실내관광지,어트랙션,안전여행스탬프,반려동물,반려동물동반입장,혼저옵서개,반려동물동반관광지,공용주차장,현금결제,카드결제,화장실,엘리베이터,단독접근가능,단차없음,승강기,수동 휠체어 대여 가능,실내,포토스팟,공연/전시,1~2시간",CONT_000000000500575
백조일손지묘(백조일손지지),관광지,4.3항쟁시 억울하게 죽은 유골들을 모아 추모할 수 있도록 만든 묘,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.20672,126.2813,064-710-8452,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e5578ff7-eaf4-445f-b75d-797593b45de1.jpg,"문화유적지,자연경관,문화관광,역사유적,유도 및 안내시설,아주 어려움, 문화유적지,자연경관,문화관광,역사유적",CONT_000000000500233
